,0
702,342386.0189947465
703,268451.70138301165
704,187944.16918958
705,138154.1288227297
706,199260.17669755168
707,194653.30948438073
708,181933.22747011296
709,206706.92183319974
710,133417.92180004652
711,126920.18979668901
712,179143.94812417764
713,221954.83696460968
714,286305.8557754831
715,339754.8518405878
716,241801.78094543863
717,212257.0309460303
718,134976.42709258065
719,233954.735346666
720,191307.6623955969
721,225556.8208684171
722,191101.89362869403
723,140033.2279831877
724,116805.3502887489
725,137251.8588890275
726,146935.88505725702
727,157388.8005545992
728,186151.20850888503
729,90217.36579535685
730,101093.90574583916
731,104519.08486175344
732,99355.80101885281
733,101542.02649311058
734,113373.79851956917
735,103201.15678720771
736,108387.48033314552
737,163849.79107051238
738,193624.95518755403
739,125660.02837254587
740,136504.33129742698
741,198030.81222751492
742,161690.95249757564
743,166997.68932695524
744,106721.81599613979
745,140878.97241841472
746,225197.94761596757
747,215887.84373967932
748,204515.99973094242
749,106865.8463049186
750,111891.73057409737
751,105343.75204834326
752,118841.73655468188
753,137867.8794167169
754,108482.32891916431
755,175279.1137530661
756,86223.21445543767
757,93414.17503151268
758,91913.99038256601
759,77622.08074427213
760,311192.32258713566
761,248487.90791583146
762,261838.43219503574
763,202496.16497624823
764,154357.281794817
765,181658.83013032298
766,179549.73908059343
767,269776.5150138577
768,226689.24315039194
769,158992.97703005085
770,206035.3156288912
771,170720.4620304843
772,165488.76297872936
773,244874.00147421676
774,213471.88609713217
775,252084.15117852323
776,327158.71197429765
777,195325.69612408572
778,137085.5968240274
779,164075.5805821274
780,161026.143260329
781,128624.09863022927
782,145512.3061556016
783,103843.68675265364
784,103115.0525670283
785,157605.64653332438
786,104130.66854811531
787,119514.41812884253
788,115024.13316799769
789,121423.12263499304
790,130706.2069464645
791,185429.5814854263
792,150026.10118671993
793,173966.9159017952
794,173086.73745343913
795,182206.29765366975
796,210299.32713415555
797,174071.88971501778
798,169882.92700215647
799,144466.16881814456
800,186674.1362335006
801,193366.9170513494
802,326685.0991867208
803,388549.62617306487
804,180999.09390775088
805,276604.5211811111
806,380677.6857253686
807,347746.0388553157
808,146410.1690388379
809,174013.73427542901
810,215679.02013127267
811,195608.18022107796
812,156981.72382926213
813,163853.88171019513
814,151433.2483092082
815,178338.19751736854
816,195977.7772387048
817,154866.3045208189
818,122341.45228297343
819,124747.9032487696
820,167164.71605837715
821,183108.82132751078
822,98163.0118283192
823,122139.76826093397
824,154143.57129947512
825,130385.13318428143
826,332860.9116356479
827,262959.86784846283
828,412823.99164828646
829,440862.003987453
830,315636.2175451739
831,404322.87734542054
832,461202.7266420526
833,443077.45998994703
834,423077.86761817994
835,248497.03247763988
836,290681.2480672367
837,303844.38793909206
838,405127.26378434635
839,288843.4794213819
840,257319.65332873102
841,232786.93824872846
842,243015.20419811684
843,242757.86453226497
844,173784.63426683805
845,165892.40221058292
846,173589.64823225242
847,221787.8506594663
848,274217.8631322462
849,207389.38444375302
850,198634.66537864076
851,190210.33415678
852,177908.21209229552
853,176124.78093367623
854,171190.79820677522
855,170454.7476605755
856,172120.4249344934
857,179031.43111555788
858,177222.06447378028
859,186490.8952375586
860,245367.3862903797
861,180348.61173306953
862,186377.32142978944
863,166516.1163328637
864,215904.26557779484
865,164708.51742707405
866,220436.69604684447
867,226848.69451219606
868,171934.14924707494
869,167149.70633730796
870,330671.29952106054
871,442373.737963376
872,283943.2965138946
873,243225.8388204455
874,279477.7587163893
875,309427.5701414147
876,197050.9284404011
877,284308.02982841455
878,226692.74382966125
879,354935.00831215107
880,235765.19012080686
881,244516.0360271407
882,222749.17074984897
883,210791.1920115417
884,231899.56620281393
885,212525.95859507596
886,191599.10932269387
887,232628.7805030843
888,158317.5233199055
889,266166.97813602124
890,244205.81838478812
891,243494.0360079067
892,214575.68205051846
893,134133.7799388744
894,157708.8125222086
895,151210.13365878377
896,197875.9877100376
897,181514.09900929616
898,114064.23280051665
899,121231.95249369732
900,131771.16919972555
901,271140.72092987114
902,142251.59781011488
903,142176.4426414904
904,237491.74314835254
905,188762.19703981036
906,219911.19142720016
907,206465.47715578173
908,211325.73719901254
909,169483.57144103252
910,168450.6587383846
911,188457.27834182713
912,250042.63676116808
913,254208.99021438192
914,252984.8477983124
915,282380.90856328135
916,402203.1632307018
917,138014.7876001226
918,199576.1850513159
919,131263.24895361086
920,159142.4777131155
921,192319.40334886144
922,207947.09886014785
923,230645.3737946481
924,150885.27884589863
925,142523.4004363305
926,136169.692190924
927,111398.29210112774
928,115073.61092693583
929,134490.23871993137
930,118699.8966845219
931,114606.1465214206
932,171430.97779589545
933,150509.46597767688
934,201244.6727125389
935,152531.5504682055
936,216858.80243366945
937,121862.87167176249
938,69176.73622756309
939,78903.34182501398
940,111549.23590001896
941,141828.24905258018
942,159346.6923557753
943,136404.2993517126
944,159917.96820526844
945,132637.40427464808
946,127173.1936693728
947,137136.6296597566
948,136208.338199699
949,181077.77728359483
950,128372.98848451601
951,155822.91853910396
952,139622.81301548856
953,132361.6305714295
954,158246.525919013
955,136375.11507188465
956,133106.43534282854
957,124640.27173227083
958,139604.4953487084
959,122191.97009604957
960,155640.08744734369
961,108678.76001986054
962,155093.0396780284
963,166512.89741897894
964,234742.1501492079
965,127051.84368208637
966,140286.44325831984
967,178358.3782646296
968,110726.36877765326
969,126914.0855183766
970,97530.38651058056
971,140159.5647505757
972,146414.49508781
973,146058.6840159279
974,151723.11870210862
975,100955.02830919769
976,108572.32780424091
977,121671.75239374596
978,103009.00079445614
979,113766.28202694794
980,115580.41644982572
981,96814.86030445235
982,117047.72475193966
983,110111.25318386573
984,95391.8315243117
985,174825.26295104047
986,207707.95187259561
987,167556.5091741615
988,98408.13514190527
989,166980.4390371583
990,115729.24833759785
991,230983.77925349068
992,93547.84749803529
993,105936.77645939338
994,112075.7520006866
995,151780.42722580873
996,118730.63684022464
997,95845.30117555815
998,105294.0763669654
999,141409.35211488407
1000,129283.39092710112
1001,146392.21346293573
1002,123253.34839184092
1003,210459.3353113001
1004,136195.10727816782
1005,123908.33115494293
1006,156597.3583720062
1007,96791.56252432232
1008,88405.87509645299
1009,215997.9042360261
1010,222859.39058076238
1011,180857.39659388887
1012,119962.9742209899
1013,97983.77200648932
1014,224522.24703154687
1015,124306.1764439933
1016,120989.46715642346
1017,146126.30618192925
1018,120620.46648149572
1019,149473.37694113603
1020,120623.20464499164
1021,129864.07278072406
1022,111458.37304949312
1023,116897.66509966634
1024,118536.1019996471
1025,162592.55386162896
1026,175486.59305741894
1027,152270.59804299922
1028,135580.93625741304
1029,157816.79514059777
1030,105693.66406672444
1031,176772.9373329242
1032,120300.39804430692
1033,160135.5217354203
1034,98038.31489956481
1035,226022.96821398154
1036,164985.40025869547
1037,111892.26904759402
1038,93634.253048712
1039,133002.32029750524
1040,155722.57792299555
1041,171949.067300597
1042,117758.1780018844
1043,191110.40603747018
1044,205114.11807006173
1045,259293.9528465154
1046,316204.819495107
1047,258897.7139759809
1048,211490.68900092583
1049,233422.86914577728
1050,179492.81126014492
1051,209217.8735948142
1052,197586.17958207597
1053,250344.77533498788
1054,145979.9849599246
1055,140717.4972255923
1056,137697.72466715716
1057,153142.1432940902
1058,211932.42306803807
1059,202986.0514018262
1060,181395.8554793639
1061,202612.79597211987
1062,123886.65788587261
1063,136387.4312912281
1064,138076.75016437352
1065,132007.14971691492
1066,112029.60997422406
1067,120031.40968285396
1068,121967.02805677034
1069,118036.43254679292
1070,253666.87501710394
1071,210952.40582753974
1072,191709.0899274469
1073,237986.27648837675
1074,304173.4239337075
1075,225340.14710902187
1076,214462.17892165907
1077,178262.81692672975
1078,190755.0696170466
1079,177980.45860568018
1080,182965.44557144024
1081,151621.502736217
1082,118892.96737645892
1083,137030.8961394529
1084,126935.31064174628
1085,135926.4130999775
1086,122716.49829533875
1087,158336.43824419967
1088,153132.57871767358
1089,402099.6016679783
1090,138784.14294178959
1091,122660.30721299895
1092,88670.87097938631
1093,126842.20302418285
1094,111227.70303181918
1095,97191.637218488
1096,109874.57334267905
1097,148375.3068089407
1098,144541.78479193174
1099,115465.1369982767
1100,136192.04759488843
1101,129706.93040125279
1102,145720.52844790346
1103,186919.05660360283
1104,119178.06698006648
1105,159369.55204257
1106,119995.55310782233
1107,185777.7497529622
1108,195363.153104236
1109,109728.13106568527
1110,179716.86799084084
1111,191359.32354579272
1112,250401.6070035044
1113,271036.537248794
1114,119674.04245796286
1115,141829.04662170616
1116,166042.0835963615
1117,97086.22080370226
1118,75222.51233071128
1119,155268.33705736676
1120,122394.38975581636
1121,109179.50215663054
1122,257024.82544898885
1123,156749.5030750919
1124,182777.00444325458
1125,205375.0375390823
1126,194836.12471021395
1127,161367.5399068587
1128,133617.09147509254
1129,213523.83553832045
1130,215980.1940989644
1131,225537.54728883787
1132,248272.4394512404
1133,174231.58438125823
1134,198605.38361402304
1135,313458.79329688114
1136,178357.44279252327
1137,279015.1019429181
1138,303679.9490175921
1139,99768.60072758023
1140,141812.9400292744
1141,89792.68062757576
1142,96559.25215343236
1143,89091.78889674673
1144,83629.85429903812
1145,126488.66905866009
1146,160260.8075381581
1147,182669.40673560475
1148,161325.7862578084
1149,108330.89873010898
1150,157860.46916967616
1151,158600.35969246554
1152,122125.76335436167
1153,124357.92716284901
1154,154418.90519279003
1155,140650.50651001706
1156,179161.4350638381
1157,184498.59571209198
1158,206795.43140495886
1159,176685.91049862996
1160,180954.83487194328
1161,175452.19587056898
1162,242061.61611747378
1163,262359.59353328485
1164,288921.5212989556
1165,162452.5218701855
1166,176192.1463570293
1167,430254.37974662345
1168,462999.3347516331
1169,373836.7381283936
1170,451840.2299854191
1171,449937.4949821094
1172,298192.506927551
1173,374233.8317000717
1174,149850.09924823535
1175,187845.80396492776
1176,175462.34318134285
1177,231028.24145200822
1178,174583.74720095372
1179,149217.0648143001
1180,99868.58058460361
1181,194152.19176185862
1182,111566.54106476197
1183,114419.00315974216
1184,97418.01799212366
1185,92822.7811960062
1186,98296.4465480941
1187,146475.1618759196
1188,138121.09446950076
1189,148999.1111462541
1190,141956.5684162274
1191,436665.5866923645
1192,246062.1308109193
1193,273944.3671139172
1194,364813.56950168347
1195,329615.4510764592
1196,304972.9813167889
1197,253588.96379352608
1198,325829.2523590609
1199,334969.20751782006
1200,323948.92302963405
1201,354796.37908573326
1202,264220.42341275857
1203,276502.10461851006
1204,294169.47731401416
1205,291349.60344931926
1206,166138.39984754374
1207,184835.93012053866
1208,173571.90193505667
1209,277565.95762571384
1210,184305.4636519771
1211,188000.24278028592
1212,204155.136023376
1213,208966.54827025594
1214,174008.97748824905
1215,193004.92962644677
1216,189074.84952546956
1217,255146.4367920136
1218,270407.68106540793
1219,283710.86473538494
1220,420463.35073244205
1221,351068.48599526234
1222,478139.13992060313
1223,306224.35596573324
1224,356300.8482821067
1225,249021.13170225697
1226,348901.7325643445
1227,231315.35381032384
1228,208051.48144571684
1229,430017.5225484095
1230,170016.31883254432
1231,131762.6957116974
1232,186228.21471998902
1233,134878.13248736187
1234,192485.86456218624
1235,192075.79125524833
1236,175222.48200595166
1237,187528.64485507982
1238,173865.73394591088
1239,159837.54977821952
1240,137326.2532855309
1241,118875.04980244674
1242,163040.05147028173
1243,120761.45440199593
1244,128124.47080061713
1245,117232.15743145139
1246,113475.12431317908
1247,136768.762475421
1248,118760.80821833195
1249,120848.25429623369
1250,275167.7433528571
1251,363279.75643886096
1252,172114.73691155316
1253,159148.53443659944
1254,168368.7708989076
1255,154188.80950320777
1256,169562.3052720836
1257,214006.22871854153
1258,156927.67864111098
1259,182382.46255443565
1260,140837.9471172554
1261,172565.45387230077
1262,145328.9783749594
1263,124547.43257236508
1264,140782.15401666137
1265,144880.13613713518
1266,174218.8568219536
1267,177135.57379138772
1268,163577.25128065172
1269,152378.18760452367
1270,118002.31248773547
1271,118241.99149166775
1272,167335.94375188093
1273,141931.4841877899
1274,143013.5371134906
1275,154207.8291779687
1276,130800.84761270558
1277,155501.2445355311
1278,154617.54776786236
1279,147313.47727543346
1280,152189.75828236778
1281,149585.0754196253
1282,142680.11973125747
1283,145599.64480115974
1284,139044.7482623423
1285,141898.42108312767
1286,167521.04585620554
1287,108628.58180098212
1288,131818.80937107067
1289,144671.79293043207
1290,141207.90453728766
1291,220321.41778933915
1292,140064.93368714722
1293,224883.82311395125
1294,129953.10056689069
1295,95563.00002060212
1296,85216.41765108507
1297,81522.67442083258
1298,162211.7255093848
1299,150472.44841624168
1300,148097.33138026122
1301,158352.47683927385
1302,194185.49203678445
1303,168230.19241521557
1304,290340.82683678524
1305,147121.8892314868
1306,104104.28548496799
1307,148566.56132383435
1308,137306.1644361432
1309,165457.46361729273
1310,116985.04178592286
1311,126061.21935104002
1312,177133.0775448463
1313,156151.10721339544
1314,144569.7302587216
1315,161195.6249245356
1316,165007.92758320353
1317,131251.5785533228
1318,153744.062333804
1319,115908.32383119848
1320,96787.22517429023
1321,84030.44600035629
1322,120550.03166076736
1323,124281.85588282454
1324,165050.64956619142
1325,78225.98844647617
1326,118481.17460996845
1327,86513.76973007945
1328,224293.69518135785
1329,99389.29368391033
1330,109647.26699518153
1331,84568.74031953688
1332,187331.75448306595
1333,101200.53387784323
1334,117060.61528618945
1335,115078.52798616185
1336,225612.23379564847
1337,153620.51711408366
1338,118550.2664302153
1339,86659.64903610546
1340,117310.61373750272
1341,143659.71124145802
1342,201864.55417013477
1343,156601.39186082175
1344,95009.06966219337
1345,82188.47196432359
1346,161013.88088455185
1347,140558.40444240317
1348,130047.51540047298
1349,140595.1636145528
1350,152212.30910383028
1351,135334.659512537
1352,172408.19616668034
1353,167402.42792189957
1354,108807.2997586148
1355,240790.36940267708
1356,118388.6455707288
1357,122973.33108331398
1358,175817.31833707332
1359,127460.6198337729
1360,109653.97113836042
1361,219711.77177429807
1362,266517.44096517144
1363,188474.445350604
1364,152856.98188377585
1365,138557.3555560112
1366,168320.16241053405
1367,213484.22104967714
